This file lists the wavelength (W) in Angstroem and photon flux (F)
in 1E10 m-2 s-1, followed by the line/range identification for the specific
wavelength group. -------------------- 12/15/94/dkb


     W        F    
 1028.00    18.2 C I (C)
 1029.00    18.5 C I (C)
 1030.00    18.8 C I (C)
 1031.00    19.1 C I (C)
 1031.91  2100.0 O VI
 1032.00    19.5 C I (C)
 1033.00    19.8 C I (C)
 1034.00    20.2 C I (C)
 1035.00    20.6 C I (C)
 1036.00    20.9 C I (C)
 1036.34   200.0 C II
 1037.00    21.3 C I (C)
 1037.02   250.0 C II
 1037.61  1040.0 O VI
 1038.00    21.7 C I (C)
 1039.00    22.1 C I (C)
 1040.00    22.6 C I (C)
 1041.00    22.9 C I (C)
 1042.00    23.3 C I (C)
 1043.00    23.8 C I (C)
 1044.00    24.2 C I (C)
 1045.00    24.6 C I (C)
 1046.00    25.1 C I (C)
 1047.00    25.5 C I (C)
 1048.00    26.0 C I (C)
 1049.00    26.4 C I (C)
 1050.00    27.0 C I (C)
 1051.00    27.4 C I (C)
 1052.00    27.9 C I (C)
 1053.00    28.4 C I (C)
 1054.00    28.9 C I (C)
 1055.00    29.5 C I (C)
 1056.00    30.0 C I (C)
 1057.00    30.6 C I (C)
 1058.00    31.1 C I (C)
 1059.00    31.7 C I (C)
 1060.00    32.2 C I (C)
 1061.00    32.8 C I (C)
 1062.00    33.4 C I (C)
 1062.70    55.0 S IV   ?
 1063.00    34.0 C I (C)
 1064.00    34.7 C I (C)
 1065.00    35.2 C I (C)
 1066.00    35.9 C I (C)
 1067.00    36.5 C I (C)
 1068.00    37.2 C I (C)
 1069.00    37.8 C I (C)
 1070.00    38.5 C I (C)
 1071.00    39.3 C I (C)
 1072.00    39.9 C I (C)
 1073.00    40.7 C I (C)
 1074.00    41.5 C I (C)
 1075.00    42.1 C I (C)
 1076.00    42.9 C I (C)
 1077.00    43.7 C I (C)
 1077.10   110.0 S III  B
 1078.00    44.6 C I (C)
 1079.00    45.3 C I (C)
 1080.00    46.1 C I (C)
 1081.00    47.0 C I (C)
 1082.00    47.9 C I (C)
 1083.00    48.6 C I (C)
 1084.00    49.5 C I (C)
 1085.00    50.5 C I (C)
 1085.10   520.0 N II   G
 1086.00    51.4 C I (C)
 1087.00    52.3 C I (C)
 1088.00    53.2 C I (C)
 1089.00    54.2 C I (C)
 1090.00    55.2 C I (C)
 1091.00    56.2 C I (C)
 1092.00    57.2 C I (C)
 1093.00    58.2 C I (C)
 1094.00    59.3 C I (C)
 1095.00    60.4 C I (C)
 1096.00    61.5 C I (C)
 1097.00    62.6 C I (C)
 1098.00    63.7 C I (C)
 1099.00    64.8 C I (C)
 1100.00    66.0 C I (C)
 1101.00     1.8QUASI(C)
 1102.00     1.8QUASI(C)
 1103.00     1.8QUASI(C)
 1104.00     1.8QUASI(C)
 1105.00     1.9QUASI(C)
 1106.00     1.9QUASI(C)
 1107.00     1.9QUASI(C)
 1108.00     1.9QUASI(C)
 1109.00     2.0QUASI(C)
 1110.00     2.0QUASI(C)
 1111.00     2.0QUASI(C)
 1112.00     2.1QUASI(C)
 1113.00     2.1QUASI(C)
 1114.00     2.2QUASI(C)
 1115.00     2.2QUASI(C)
 1116.00     2.2QUASI(C)
 1117.00     2.3QUASI(C)
 1118.00     2.3QUASI(C)
 1119.00     2.4QUASI(C)
 1120.00     2.4QUASI(C)
 1121.00     2.5QUASI(C)
 1122.00     2.6QUASI(C)
 1122.50   290.0SI IV   B
 1123.00     2.8QUASI(C)
 1124.00     2.9QUASI(C)
 1125.00     3.0QUASI(C)
 1126.00     3.1QUASI(C)
 1127.00     3.2QUASI(C)
 1128.00     3.3QUASI(C)
 1128.30   360.0SI IV
 1129.00     3.4QUASI(C)
 1130.00     3.5QUASI(C)
 1131.00     3.7QUASI(C)
 1132.00     4.0QUASI(C)
 1133.00     4.2QUASI(C)
 1134.00     4.4QUASI(C)
 1135.00     4.6QUASI(C)
 1136.00     4.8QUASI(C)
 1137.00     5.1QUASI(C)
 1138.00     5.3QUASI(C)
 1139.00     5.5QUASI(C)
 1140.00     5.7QUASI(C)
 1141.00     6.2QUASI(C)
 1142.00     6.6QUASI(C)
 1143.00     7.0QUASI(C)
 1144.00     7.5QUASI(C)
 1145.00     7.9QUASI(C)
 1146.00     8.4QUASI(C)
 1147.00     8.8QUASI(C)
 1148.00     9.2QUASI(C)
 1149.00     9.7QUASI(C)
 1150.00    10.1QUASI(C)
 1151.00    10.7QUASI(C)
 1152.00    11.4QUASI(C)
 1153.00    12.0QUASI(C)
 1154.00    12.6QUASI(C)
 1155.00    13.2QUASI(C)
 1156.00    13.8QUASI(C)
 1157.00    14.4QUASI(C)
 1158.00    15.0QUASI(C)
 1159.00    15.6QUASI(C)
 1160.00    16.1QUASI(C)
 1161.00    17.5QUASI(C)
 1162.00    18.8QUASI(C)
 1163.00    20.1QUASI(C)
 1164.00    21.3QUASI(C)
 1165.00    22.6QUASI(C)
 1166.00    23.9QUASI(C)
 1167.00    25.1QUASI(C)
 1168.00    26.4QUASI(C)
 1169.00    27.6QUASI(C)
 1170.00    28.8QUASI(C)
 1171.00    30.1QUASI(C)
 1172.00    31.3QUASI(C)
 1173.00    32.5QUASI(C)
 1174.00    33.7QUASI(C)
 1175.00    34.8QUASI(C)
 1175.71  2530.0 C III
 1176.00    36.0QUASI(C)
 1177.00    37.2QUASI(C)
 1178.00    38.3QUASI(C)
 1179.00    39.4QUASI(C)
 1180.00    40.6QUASI(C)
 1181.00    42.5QUASI(C)
 1182.00    44.5QUASI(C)
 1183.00    46.5QUASI(C)
 1184.00    48.4QUASI(C)
 1185.00    50.3QUASI(C)
 1186.00    52.2QUASI(C)
 1187.00    54.1QUASI(C)
 1188.00    55.9QUASI(C)
 1189.00    57.8QUASI(C)
 1190.00    59.6QUASI(C)
 1191.00    61.4QUASI(C)
 1192.00    63.2QUASI(C)
 1193.00    65.0QUASI(C)
 1194.00    66.8QUASI(C)
 1195.00    68.5QUASI(C)
 1196.00    70.2QUASI(C)
 1197.00    71.9QUASI(C)
 1198.00    73.6QUASI(C)
 1199.00    75.3QUASI(C)
 1200.00    77.0QUASI(C)
 1201.00    79.9QUASI(C)
 1202.00    82.8QUASI(C)
 1203.00    85.7QUASI(C)
 1204.00    88.5QUASI(C)
 1205.00    91.3QUASI(C)
 1206.00    89.8QUASI(C)
 1206.52  4000.0SI III
 1207.00    88.3QUASI(C)
 1208.00    86.8QUASI(C)
 1209.00    85.3QUASI(C)
 1210.00    83.8QUASI(C)
 1211.00    82.4QUASI(C)
 1212.00    80.9QUASI(C)
 1213.00    79.5QUASI(C)
 1214.00    78.0QUASI(C)
 1215.00    76.6QUASI(C)
 1215.67251000.0 H LY-1
 1216.00    75.2QUASI(C)
 1217.00    73.8QUASI(C)
 1218.00    72.4QUASI(C)
 1219.00    71.0QUASI(C)
 1220.00    69.6QUASI(C)
 1221.00    68.3QUASI(C)
 1222.00    66.9QUASI(C)
 1223.00    65.6QUASI(C)
 1224.00    64.2QUASI(C)
 1225.00    62.9QUASI(C)
 1226.00    61.6QUASI(C)
 1227.00    60.3QUASI(C)
 1228.00    59.0QUASI(C)
 1229.00    57.7QUASI(C)
 1230.00   146.6QUASI(C)
 1231.00   142.2QUASI(C)
 1232.00   137.8QUASI(C)
 1233.00   133.6QUASI(C)
 1234.00   129.4QUASI(C)
 1235.00   125.3QUASI(C)
 1236.00   121.1QUASI(C)
 1237.00   117.0QUASI(C)
 1238.00   113.0QUASI(C)
 1238.82   205.0 N V
 1239.00   108.9QUASI(C)
 1240.00    59.7QUASI(C)
 1241.00    61.5QUASI(C)
 1242.00    59.7QUASI(C)
 1242.80    90.0 N V
 1243.00    57.9QUASI(C)
 1244.00    56.1QUASI(C)
 1245.00    54.4QUASI(C)
 1246.00    52.7QUASI(C)
 1247.00    50.9QUASI(C)
 1248.00    49.2QUASI(C)
 1249.00    47.6QUASI(C)
 1250.00   125.1QUASI(C)
 1251.00   121.2QUASI(C)
 1252.00   117.3QUASI(C)
 1253.00   113.7QUASI(C)
 1254.00   109.6QUASI(C)
 1255.00   106.1QUASI(C)
 1256.00   102.2QUASI(C)
 1257.00    98.5QUASI(C)
 1258.00    94.9QUASI(C)
 1259.00    91.2QUASI(C)
 1260.00    62.1QUASI(C)
 1260.42   147.0SI II
 1261.00    59.5QUASI(C)
 1262.00    57.0QUASI(C)
 1263.00    54.5QUASI(C)
 1264.00    52.1QUASI(C)
 1264.74   273.0SI II
 1265.00    49.6QUASI(C)
 1266.00    47.3QUASI(C)
 1267.00    45.0QUASI(C)
 1268.00    42.8QUASI(C)
 1269.00    40.3QUASI(C)
 1270.00    84.4QUASI(C)
 1271.00    82.3QUASI(C)
 1272.00    80.1QUASI(C)
 1273.00    78.1QUASI(C)
 1274.00    75.9QUASI(C)
 1275.00    73.8QUASI(C)
 1276.00    71.9QUASI(C)
 1277.00    69.7QUASI(C)
 1278.00    67.7QUASI(C)
 1279.00    65.8QUASI(C)
 1280.00    48.0QUASI(C)
 1281.00    48.5QUASI(C)
 1282.00    48.9QUASI(C)
 1283.00    49.3QUASI(C)
 1284.00    49.8QUASI(C)
 1285.00    50.2QUASI(C)
 1286.00    50.6QUASI(C)
 1287.00    51.1QUASI(C)
 1288.00    51.5QUASI(C)
 1289.00    51.9QUASI(C)
 1290.00    82.6QUASI(C)
 1291.00    83.4QUASI(C)
 1292.00    84.1QUASI(C)
 1293.00    84.8QUASI(C)
 1294.00    85.7QUASI(C)
 1295.00    86.4QUASI(C)
 1296.00    87.2QUASI(C)
 1297.00    87.9QUASI(C)
 1298.00    88.7QUASI(C)
 1299.00    89.3QUASI(C)
 1300.00    88.1QUASI(C)
 1301.00    89.1QUASI(C)
 1302.00    89.9QUASI(C)
 1302.17  1100.0 O I
 1303.00    90.5QUASI(C)
 1304.00    91.2QUASI(C)
 1304.86  1130.0 O I
 1305.00    92.2QUASI(C)
 1306.00    93.0QUASI(C)
 1306.03  1230.0 O I
 1307.00    94.0QUASI(C)
 1308.00    94.8QUASI(C)
 1309.00    95.5QUASI(C)
 1309.28   207.0SI III
 1310.00    65.2QUASI(C)
 1311.00    65.6QUASI(C)
 1312.00    66.0QUASI(C)
 1313.00    66.6QUASI(C)
 1314.00    67.1QUASI(C)
 1315.00    67.6QUASI(C)
 1316.00    68.1QUASI(C)
 1317.00    68.6QUASI(C)
 1318.00    69.3QUASI(C)
 1318.95   106.0UNSPEC'D
 1319.00    69.8QUASI(C)
 1320.00    75.0QUASI(C)
 1321.00    75.7QUASI(C)
 1322.00    76.4QUASI(C)
 1323.00    77.0QUASI(C)
 1324.00    77.6QUASI(C)
 1325.00    78.3QUASI(C)
 1326.00    79.0QUASI(C)
 1327.00    79.6QUASI(C)
 1328.00    80.3QUASI(C)
 1329.00    80.9QUASI(C)
 1330.00    90.7QUASI(C)
 1331.00    91.3QUASI(C)
 1332.00    92.0QUASI(C)
 1333.00    92.8QUASI(C)
 1334.00    93.7QUASI(C)
 1334.53  1840.0 C II
 1335.00    94.4QUASI(C)
 1335.66  2520.0 C II
 1336.00    95.1QUASI(C)
 1337.00    96.0QUASI(C)
 1338.00    96.7QUASI(C)
 1339.00    97.6QUASI(C)
 1340.00    88.4QUASI(C)
 1341.00    89.2QUASI(C)
 1342.00    90.0QUASI(C)
 1343.00    90.8QUASI(C)
 1344.00    91.6QUASI(C)
 1345.00    92.4QUASI(C)
 1346.00    93.1QUASI(C)
 1347.00    93.9QUASI(C)
 1348.00    94.8QUASI(C)
 1349.00    95.4QUASI(C)
 1350.00   102.1QUASI(C)
 1351.00   102.7QUASI(C)
 1352.00   103.4QUASI(C)
 1353.00   104.0QUASI(C)
 1354.00   104.8QUASI(C)
 1355.00   105.4QUASI(C)
 1355.60   330.0 O I
 1356.00   106.2QUASI(C)
 1357.00   106.7QUASI(C)
 1358.00   107.5QUASI(C)
 1358.51    89.0 O I
 1359.00   108.2QUASI(C)
 1360.00   101.5QUASI(C)
 1361.00   102.1QUASI(C)
 1362.00   102.8QUASI(C)
 1363.00   103.7QUASI(C)
 1364.00   104.5QUASI(C)
 1365.00   105.4QUASI(C)
 1366.00   106.3QUASI(C)
 1367.00   107.0QUASI(C)
 1368.00   107.9QUASI(C)
 1369.00   108.8QUASI(C)
 1370.00   108.8QUASI(C)
 1371.00   109.7QUASI(C)
 1372.00   110.6QUASI(C)
 1373.00   111.7QUASI(C)
 1374.00   112.5QUASI(C)
 1375.00   113.5QUASI(C)
 1376.00   114.4QUASI(C)
 1377.00   115.5QUASI(C)
 1378.00   116.4QUASI(C)
 1379.00   117.4QUASI(C)
 1380.00   100.1QUASI(C)
 1381.00   101.0QUASI(C)
 1382.00   101.8QUASI(C)
 1383.00   102.7QUASI(C)
 1384.00   103.6QUASI(C)
 1385.00   104.4QUASI(C)
 1386.00   105.4QUASI(C)
 1387.00   106.2QUASI(C)
 1388.00   107.1QUASI(C)
 1389.00   108.1QUASI(C)
 1390.00   134.7QUASI(C)
 1391.00   135.8QUASI(C)
 1392.00   136.9QUASI(C)
 1393.00   138.2QUASI(C)
 1393.76  1300.0SI IV
 1394.00   139.5QUASI(C)
 1395.00   140.5QUASI(C)
 1396.00   141.7QUASI(C)
 1397.00   143.0QUASI(C)
 1398.00   144.1QUASI(C)
 1399.00   145.3QUASI(C)
 1400.00   172.1QUASI(C)
 1401.00   173.7QUASI(C)
 1402.00   174.9QUASI(C)
 1402.77   910.0SI IV
 1403.00   176.5QUASI(C)
 1404.00   178.1QUASI(C)
 1405.00   179.7QUASI(C)
 1406.00   181.3QUASI(C)
 1407.00   182.9QUASI(C)
 1408.00   184.5QUASI(C)
 1409.00   186.1QUASI(C)
 1410.00   153.0QUASI(C)
 1411.00   154.3QUASI(C)
 1412.00   155.5QUASI(C)
 1413.00   156.9QUASI(C)
 1414.00   158.3QUASI(C)
 1415.00   159.6QUASI(C)
 1416.00   160.9QUASI(C)
 1417.00   162.3QUASI(C)
 1418.00   163.6QUASI(C)
 1419.00   165.1QUASI(C)
 1420.00   182.9QUASI(C)
 1421.00   184.4QUASI(C)
 1422.00   185.9QUASI(C)
 1423.00   187.5QUASI(C)
 1424.00   189.1QUASI(C)
 1425.00   190.6QUASI(C)
 1426.00   192.4QUASI(C)
 1427.00   194.0QUASI(C)
 1428.00   195.6QUASI(C)
 1429.00   197.3QUASI(C)
 1430.00   202.4QUASI(C)
 1431.00   204.0QUASI(C)
 1432.00   205.5QUASI(C)
 1433.00   207.4QUASI(C)
 1434.00   209.2QUASI(C)
 1435.00   210.8QUASI(C)
 1436.00   212.7QUASI(C)
 1437.00   214.5QUASI(C)
 1438.00   216.3QUASI(C)
 1439.00   218.1QUASI(C)
 1440.00   202.2QUASI(C)
 1441.00   203.9QUASI(C)
 1442.00   205.6QUASI(C)
 1443.00   207.3QUASI(C)
 1444.00   209.1QUASI(C)
 1445.00   211.0QUASI(C)
 1446.00   212.7QUASI(C)
 1447.00   214.5QUASI(C)
 1448.00   216.3QUASI(C)
 1449.00   218.1QUASI(C)
 1450.00   221.5QUASI(C)
 1451.00   223.3QUASI(C)
 1452.00   225.2QUASI(C)
 1453.00   227.1QUASI(C)
 1454.00   229.0QUASI(C)
 1455.00   230.9QUASI(C)
 1456.00   232.9QUASI(C)
 1457.00   234.9QUASI(C)
 1458.00   236.9QUASI(C)
 1459.00   238.9QUASI(C)
 1460.00   288.8QUASI(C)
 1461.00   291.3QUASI(C)
 1462.00   293.8QUASI(C)
 1463.00   296.3QUASI(C)
 1464.00   298.8QUASI(C)
 1465.00   301.3QUASI(C)
 1466.00   303.8QUASI(C)
 1467.00   306.4QUASI(C)
 1468.00   309.1QUASI(C)
 1469.00   311.7QUASI(C)
 1470.00   320.5QUASI(C)
 1471.00   323.5QUASI(C)
 1472.00   326.2QUASI(C)
 1472.99   470.0 S I
 1473.00   329.0QUASI(C)
 1474.00   331.7QUASI(C)
 1475.00   334.5QUASI(C)
 1476.00   337.2QUASI(C)
 1477.00   340.0QUASI(C)
 1478.00   342.9QUASI(C)
 1479.00   345.7QUASI(C)
 1480.00   356.2QUASI(C)
 1481.00   359.1QUASI(C)
 1482.00   362.0QUASI(C)
 1483.00   365.2QUASI(C)
 1484.00   368.3QUASI(C)
 1485.00   371.4QUASI(C)
 1486.00   374.6QUASI(C)
 1487.00   377.6QUASI(C)
 1488.00   380.9QUASI(C)
 1489.00   384.1QUASI(C)
 1490.00   327.0QUASI(C)
 1491.00   329.9QUASI(C)
 1492.00   332.7QUASI(C)
 1493.00   335.4QUASI(C)
 1494.00   338.3QUASI(C)
 1495.00   341.2QUASI(C)
 1496.00   344.0QUASI(C)
 1497.00   347.0QUASI(C)
 1498.00   349.9QUASI(C)
 1499.00   353.0QUASI(C)
 1500.00   375.2QUASI(C)
 1501.00   378.5QUASI(C)
 1502.00   381.8QUASI(C)
 1503.00   384.9QUASI(C)
 1504.00   388.2QUASI(C)
 1505.00   391.6QUASI(C)
 1506.00   394.9QUASI(C)
 1507.00   398.2QUASI(C)
 1508.00   401.5QUASI(C)
 1509.00   405.0QUASI(C)
 1510.00   433.0QUASI(C)
 1511.00   436.6QUASI(C)
 1512.00   440.3QUASI(C)
 1513.00   444.1QUASI(C)
 1514.00   447.8QUASI(C)
 1515.00   451.5QUASI(C)
 1516.00   455.4QUASI(C)
 1517.00   459.1QUASI(C)
 1518.00   463.0QUASI(C)
 1519.00   467.0QUASI(C)
 1520.00   447.7QUASI(C)
 1521.00   451.9QUASI(C)
 1522.00   456.2QUASI(C)
 1523.00   460.3QUASI(C)
 1524.00   464.6QUASI(C)
 1525.00   468.8QUASI(C)
 1526.00   473.2QUASI(C)
 1526.71   830.0SI II
 1527.00   477.5QUASI(C)
 1528.00   482.0QUASI(C)
 1529.00   486.3QUASI(C)
 1530.00   502.1QUASI(C)
 1531.00   506.8QUASI(C)
 1532.00   511.3QUASI(C)
 1533.00   515.9QUASI(C)
 1533.43   670.0SI II
 1534.00   520.7QUASI(C)
 1535.00   525.4QUASI(C)
 1536.00   530.0QUASI(C)
 1537.00   534.8QUASI(C)
 1538.00   539.7QUASI(C)
 1539.00   544.4QUASI(C)
 1540.00   550.9QUASI(C)
 1541.00   555.8QUASI(C)
 1542.00   560.5QUASI(C)
 1543.00   565.5QUASI(C)
 1544.00   570.3QUASI(C)
 1545.00   575.3QUASI(C)
 1546.00   580.3QUASI(C)
 1547.00   585.4QUASI(C)
 1548.00   590.5QUASI(C)
 1548.20  3770.0 C IV
 1549.00   595.7QUASI(C)
 1550.00   611.4QUASI(C)
 1550.77  1950.0 C IV
 1551.00   617.0QUASI(C)
 1552.00   622.3QUASI(C)
 1553.00   627.7QUASI(C)
 1554.00   633.5QUASI(C)
 1555.00   638.8QUASI(C)
 1556.00   644.5QUASI(C)
 1557.00   650.3QUASI(C)
 1558.00   655.9QUASI(C)
 1559.00   661.7QUASI(C)
 1559.08   490.0FE II
 1560.00   720.4QUASI(C)
 1561.00   725.8QUASI(C)
 1561.00  1060.0 C I    G
 1562.00   731.0QUASI(C)
 1563.00   736.4QUASI(C)
 1563.79   490.0FE II
 1564.00   741.7QUASI(C)
 1565.00   747.2QUASI(C)
 1566.00   752.6QUASI(C)
 1567.00   758.2QUASI(C)
 1568.00   763.8QUASI(C)
 1569.00   769.5QUASI(C)
 1570.00   714.7QUASI(C)
 1570.24   290.0FE II
 1571.00   720.5QUASI(C)
 1572.00   726.4QUASI(C)
 1573.00   732.2QUASI(C)
 1574.00   738.0QUASI(C)
 1575.00   743.9QUASI(C)
 1576.00   749.8QUASI(C)
 1577.00   756.0QUASI(C)
 1578.00   761.9QUASI(C)
 1579.00   768.0QUASI(C)
 1580.00   684.9QUASI(C)
 1581.00   690.6QUASI(C)
 1582.00   696.0QUASI(C)
 1583.00   701.5QUASI(C)
 1584.00   707.1QUASI(C)
 1585.00   712.6QUASI(C)
 1586.00   718.5QUASI(C)
 1587.00   724.1QUASI(C)
 1588.00   729.9QUASI(C)
 1589.00   735.6QUASI(C)
 1590.00   679.1QUASI(C)
 1591.00   685.0QUASI(C)
 1592.00   690.9QUASI(C)
 1593.00   696.7QUASI(C)
 1594.00   702.7QUASI(C)
 1594.57   142.0UNSPEC'D
 1595.00   708.5QUASI(C)
 1596.00   714.5QUASI(C)
 1597.00   720.5QUASI(C)
 1598.00   726.7QUASI(C)
 1599.00   732.8QUASI(C)
 1600.00   762.0QUASI(C)
 1601.00   768.1QUASI(C)
 1602.00   774.4QUASI(C)
 1603.00   780.6QUASI(C)
 1604.00   786.8QUASI(C)
 1605.00   793.1QUASI(C)
 1606.00   799.6QUASI(C)
 1607.00   805.9QUASI(C)
 1608.00   812.5QUASI(C)
 1609.00   819.0QUASI(C)
 1610.00   905.9QUASI(C)
 1611.00   913.3QUASI(C)
 1612.00   920.7QUASI(C)
 1613.00   928.2QUASI(C)
 1614.00   935.8QUASI(C)
 1615.00   943.4QUASI(C)
 1616.00   951.0QUASI(C)
 1617.00   958.9QUASI(C)
 1618.00   966.8QUASI(C)
 1619.00   974.6QUASI(C)
 1620.00  1035.0QUASI(C)
 1621.00  1051.1QUASI(C)
 1622.00  1067.4QUASI(C)
 1623.00  1083.9QUASI(C)
 1624.00  1100.5QUASI(C)
 1625.00  1117.5QUASI(C)
 1626.00  1134.7QUASI(C)
 1627.00  1152.4QUASI(C)
 1628.00  1170.1QUASI(C)
 1629.00  1188.3QUASI(C)
 1630.00  1120.2QUASI(C)
 1631.00  1137.4QUASI(C)
 1632.00  1154.7QUASI(C)
 1633.00  1172.1QUASI(C)
 1634.00  1189.8QUASI(C)
 1635.00  1207.8QUASI(C)
 1636.00  1226.1QUASI(C)
 1637.00  1244.6QUASI(C)
 1638.00  1263.5QUASI(C)
 1639.00  1282.8QUASI(C)
 1640.00  1235.7QUASI(C)
 1640.27  1500.0FE II   B
 1640.38   470.0UNSPEC'D
 1641.00  1256.6QUASI(C)
 1642.00  1277.5QUASI(C)
 1643.00  1298.7QUASI(C)
 1644.00  1320.1QUASI(C)
 1645.00  1342.1QUASI(C)
 1646.00  1364.4QUASI(C)
 1647.00  1386.9QUASI(C)
 1648.00  1409.8QUASI(C)
 1649.00  1433.3QUASI(C)
 1650.00  1968.6QUASI(C)
 1651.00  1996.2QUASI(C)
 1652.00  2023.5QUASI(C)
 1653.00  2051.3QUASI(C)
 1654.00  2079.7QUASI(C)
 1655.00  2108.3QUASI(C)
 1656.00  2137.7QUASI(C)
 1656.27  1790.0 C I    G
 1657.00  2167.3QUASI(C)G
 1657.38  2150.0 C I    G
 1658.00  2197.5QUASI(C)
 1659.00  2329.0QUASI(C)
 1660.00  1553.4QUASI(C)
 1661.00  1755.1QUASI(C)
 1662.00  1783.2QUASI(C)
 1663.00  1811.9QUASI(C)
 1664.00  1840.8QUASI(C)
 1665.00  1870.2QUASI(C)
 1666.00  1900.2QUASI(C)
 1667.00  1930.6QUASI(C)
 1668.00  1961.6QUASI(C)
 1669.00  1993.0QUASI(C)
 1670.00  1850.7QUASI(C)
 1670.79  2740.0FE II   B
 1671.00  1881.9QUASI(C)
 1672.00  1913.3QUASI(C)
 1673.00  1945.2QUASI(C)
 1674.00  1977.6QUASI(C)
 1675.00  2010.4QUASI(C)
 1676.00  2043.9QUASI(C)
 1676.85   300.0FE II
 1677.00  2077.8QUASI(C)
 1678.00  2112.4QUASI(C)
 1679.00  2147.3QUASI(C)
 1680.00  2514.9QUASI(C)
 1681.00  2554.7QUASI(C)
 1682.00  2594.4QUASI(C)
 1683.00  2634.9QUASI(C)
 1684.00  2675.8QUASI(C)
 1685.00  2717.4QUASI(C)
 1686.00  2760.0QUASI(C)
 1687.00  2803.1QUASI(C)
 1688.00  2846.8QUASI(C)
 1689.00  2891.3QUASI(C)
 1690.00  3459.9QUASI(C)
 1691.00  3512.1QUASI(C)
 1692.00  3564.3QUASI(C)
 1693.00  3617.2QUASI(C)
 1694.00  3671.0QUASI(C)
 1695.00  3725.6QUASI(C)
 1696.00  3781.0QUASI(C)
 1697.00  3837.5QUASI(C)
 1698.00  3894.8QUASI(C)
 1699.00  3953.1QUASI(C)
 1700.00  4005.4QUASI(C)
 1701.00  4069.1QUASI(C)
 1702.00  4132.8QUASI(C)
 1703.00  4197.3QUASI(C)
 1704.00  4263.1QUASI(C)
 1705.00  4329.7QUASI(C)
 1706.00  4397.6QUASI(C)
 1707.00  4466.5QUASI(C)
 1708.00  4536.6QUASI(C)
 1709.00  4607.7QUASI(C)
 1710.00  3920.0QUASI(C)
 1711.00  3985.7QUASI(C)
 1712.00  4051.3QUASI(C)
 1713.00  4118.1QUASI(C)
 1713.01  1740.0FE II
 1714.00  4186.0QUASI(C)
 1715.00  4254.8QUASI(C)
 1716.00  4324.8QUASI(C)
 1717.00  4396.0QUASI(C)
 1718.00  4468.3QUASI(C)
 1719.00  4541.8QUASI(C)
 1720.00  4440.4QUASI(C)
 1721.00  4475.5QUASI(C)
 1722.00  4509.8QUASI(C)
 1723.00  4544.5QUASI(C)
 1724.00  4579.4QUASI(C)
 1725.00  4614.4QUASI(C)
 1726.00  4649.9QUASI(C)
 1727.00  4685.7QUASI(C)
 1728.00  4721.7QUASI(C)
 1729.00  4758.1QUASI(C)
 1730.00  4052.4QUASI(C)
 1731.00  4084.8QUASI(C)
 1732.00  4116.8QUASI(C)
 1733.00  4148.9QUASI(C)
 1734.00  4181.5QUASI(C)
 1735.00  4214.3QUASI(C)
 1736.00  4247.3QUASI(C)
 1737.00  4280.6QUASI(C)
 1738.00  4314.1QUASI(C)
 1739.00  4347.9QUASI(C)
 1740.00  4823.2QUASI(C)
 1741.00  4866.0QUASI(C)
 1742.00  4904.1QUASI(C)
 1743.00  4942.6QUASI(C)
 1744.00  4981.2QUASI(C)
 1745.00  5020.2QUASI(C)
 1746.00  5059.6QUASI(C)
 1747.00  5099.2QUASI(C)
 1748.00  5139.2QUASI(C)
 1749.00  5179.4QUASI(C)
 1750.00  5500.4QUASI(C)
 1751.00  5543.9QUASI(C)
 1752.00  5587.4QUASI(C)
 1753.00  5631.1QUASI(C)
 1754.00  5675.2QUASI(C)
 1755.00  5719.6QUASI(C)
 1756.00  5764.5QUASI(C)
 1757.00  5809.7QUASI(C)
 1758.00  5855.2QUASI(C)
 1759.00  5901.1QUASI(C)
 1760.00  5981.2QUASI(C)
 1761.00  6028.5QUASI(C)
 1762.00  6075.9QUASI(C)
 1763.00  6123.5QUASI(C)
 1764.00  6171.5QUASI(C)
 1765.00  6219.7QUASI(C)
 1766.00  6268.5QUASI(C)
 1767.00  6317.6QUASI(C)
 1768.00  6367.1QUASI(C)
 1769.00  6417.1QUASI(C)
 1770.00  7143.8QUASI(C)
 1771.00  7200.5QUASI(C)
 1772.00  7256.9QUASI(C)
 1773.00  7313.8QUASI(C)
 1774.00  7371.1QUASI(C)
 1775.00  7428.9QUASI(C)
 1776.00  7487.0QUASI(C)
 1777.00  7545.7QUASI(C)
 1778.00  7604.9QUASI(C)
 1779.00  7664.3QUASI(C)
 1780.00  7817.3QUASI(C)
 1781.00  7879.1QUASI(C)
 1782.00  7940.8QUASI(C)
 1783.00  8003.1QUASI(C)
 1784.00  8065.7QUASI(C)
 1785.00  8129.0QUASI(C)
 1786.00  8192.6QUASI(C)
 1787.00  8256.8QUASI(C)
 1788.00  8321.5QUASI(C)
 1789.00  8386.7QUASI(C)
 1790.00  8007.6QUASI(C)
 1791.00  8070.8QUASI(C)
 1792.00  8133.9QUASI(C)
 1793.00  8197.7QUASI(C)
 1794.00  8261.9QUASI(C)
 1795.00  8326.7QUASI(C)
 1796.00  8391.9QUASI(C)
 1797.00  8457.6QUASI(C)
 1798.00  8523.9QUASI(C)
 1799.00  8590.6QUASI(C)
 1800.00  9060.2QUASI(C)
 1801.00  9130.3QUASI(C)
